SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ANANDRATHI, EQ, 05-Sep-2024, 3841.25, 3842.00, 3936.55, 3842.00, 3931.05, 3929.05, 3910.49, 29740, 1162.98, 4879, 22233, 74.76
ANANTRAJ, EQ, 05-Sep-2024, 611.75, 615.00, 629.50, 612.50, 622.00, 624.50, 622.54, 1568744, 9766.04, 38360, 652028, 41.56
ANDHRAPAP, EQ, 05-Sep-2024, 562.65, 567.00, 576.00, 565.60, 571.00, 572.20, 570.93, 60553, 345.72, 4108, 36240, 59.85
ANDHRSUGAR, EQ, 05-Sep-2024, 115.93, 117.18, 117.18, 114.30, 115.50, 114.87, 115.43, 276205, 318.82, 4642, 132493, 47.97
ANGELONE, EQ, 05-Sep-2024, 2552.20, 2570.00, 2573.80, 2500.00, 2512.00, 2506.40, 2525.08, 557548, 14078.53, 44531, 252085, 45.21
ANIKINDS, BE, 05-Sep-2024, 77.79, 78.00, 81.67, 78.00, 81.67, 81.56, 80.84, 44116, 35.66, 269, -, -
ANLON, ST, 05-Sep-2024, 453.00, 459.00, 459.00, 435.00, 435.00, 439.05, 443.88, 11200, 49.71, 25, 11200, 100.00
ANMOL, BE, 05-Sep-2024, 32.20, 31.56, 31.61, 31.56, 31.61, 31.61, 31.60, 44572, 14.08, 184, -, -
ANNAPURNA, SM, 05-Sep-2024, 447.85, 447.00, 454.80, 439.05, 443.00, 443.75, 447.14, 67500, 301.82, 110, 41500, 61.48
ANSALAPI, BZ, 05-Sep-2024, 9.99, 9.99, 10.45, 9.99, 10.20, 10.22, 10.28, 126414, 12.99, 262, -, -
ANTGRAPHIC, BE, 05-Sep-2024, 1.99, 1.89, 1.89, 1.89, 1.89, 1.89, 1.89, 456042, 8.62, 970, -, -
ANUP, EQ, 05-Sep-2024, 2289.35, 2305.00, 2349.80, 2255.35, 2337.05, 2326.20, 2313.14, 46460, 1074.69, 6099, 28889, 62.18
ANURAS, EQ, 05-Sep-2024, 773.15, 775.00, 781.00, 765.25, 767.90, 766.60, 772.28, 46219, 356.94, 3775, 27341, 59.16
APARINDS, EQ, 05-Sep-2024, 8978.45, 9020.00, 9221.00, 8879.80, 9010.00, 9014.40, 9057.63, 68681, 6220.87, 17229, 19747, 28.75
APCL, EQ, 05-Sep-2024, 182.51, 183.30, 191.66, 182.85, 183.90, 184.32, 186.84, 41662, 77.84, 3723, 9317, 22.36
APCOTEXIND, EQ, 05-Sep-2024, 438.20, 440.40, 450.00, 440.40, 450.00, 448.80, 446.46, 27706, 123.70, 2913, 14817, 53.48
APEX, EQ, 05-Sep-2024, 264.40, 265.80, 268.90, 264.20, 266.00, 266.15, 266.21, 117651, 313.20, 6115, 50125, 42.60
APLAPOLLO, EQ, 05-Sep-2024, 1455.35, 1459.00, 1475.00, 1435.00, 1443.05, 1440.25, 1454.28, 541550, 7875.65, 39977, 308194, 56.91
APLLTD, EQ, 05-Sep-2024, 1116.20, 1129.00, 1170.00, 1125.55, 1145.00, 1147.15, 1153.06, 930631, 10730.71, 49600, 222920, 23.95
APOLLO, EQ, 05-Sep-2024, 101.99, 102.50, 104.60, 102.50, 104.24, 103.88, 103.64, 1828519, 1895.06, 11352, 818677, 44.77
APOLLOHOSP, EQ, 05-Sep-2024, 6930.90, 6930.90, 7044.00, 6900.20, 6929.00, 6934.30, 6971.15, 387284, 26998.13, 54890, 173522, 44.80
APOLLOPIPE, EQ, 05-Sep-2024, 657.25, 652.10, 678.50, 644.60, 648.00, 649.20, 658.97, 368143, 2425.97, 17804, 123383, 33.51
APOLLOTYRE, EQ, 05-Sep-2024, 508.70, 512.90, 515.50, 509.10, 511.30, 512.00, 512.13, 1525806, 7814.13, 28590, 603350, 39.54
APOLSINHOT, EQ, 05-Sep-2024, 1760.20, 1760.20, 1800.00, 1735.15, 1795.00, 1767.55, 1775.21, 6107, 108.41, 615, 4481, 73.37
APRAMEYA, SM, 05-Sep-2024, 64.40, 63.40, 63.80, 60.00, 63.00, 63.20, 62.33, 104000, 64.82, 52, 74000, 71.15
APS, ST, 05-Sep-2024, 512.20, 496.10, 524.75, 496.00, 498.00, 500.55, 505.63, 49500, 250.29, 77, 40500, 81.82
APTECHT, EQ, 05-Sep-2024, 233.92, 235.10, 240.40, 233.01, 233.36, 233.56, 236.33, 444409, 1050.28, 9683, 194648, 43.80
APTUS, EQ, 05-Sep-2024, 323.35, 325.10, 330.70, 319.65, 328.50, 327.80, 325.55, 1719201, 5596.94, 73494, 1076568, 62.62
ARABIAN, SM, 05-Sep-2024, 83.00, 83.75, 83.85, 83.75, 83.85, 83.85, 83.80, 4000, 3.35, 2, 4000, 100.00
ARCHIDPLY, BE, 05-Sep-2024, 131.57, 136.20, 136.20, 130.25, 132.40, 135.03, 134.29, 16553, 22.23, 165, -, -
ARCHIES, EQ, 05-Sep-2024, 30.59, 31.24, 31.93, 29.97, 30.85, 30.74, 30.92, 303466, 93.82, 1826, 176685, 58.22
ARE&M, EQ, 05-Sep-2024, 1487.15, 1419.05, 1482.85, 1419.05, 1448.00, 1447.50, 1446.38, 1643695, 23774.04, 101806, 944668, 57.47
ARENTERP, BE, 05-Sep-2024, 52.59, 51.51, 53.51, 50.52, 53.00, 52.24, 50.86, 9768, 4.97, 106, -, -
ARHAM, SM, 05-Sep-2024, 133.90, 131.20, 134.30, 130.50, 131.60, 131.60, 131.54, 9000, 11.84, 9, 8000, 88.89
ARIES, EQ, 05-Sep-2024, 291.15, 292.00, 298.50, 290.00, 295.00, 295.25, 293.89, 73395, 215.70, 3047, 36376, 49.56
ARIHANTACA, SM, 05-Sep-2024, 180.00, 184.00, 186.70, 179.00, 185.00, 185.00, 183.77, 4800, 8.82, 6, 4000, 83.33
ARIHANTCAP, EQ, 05-Sep-2024, 101.99, 104.02, 105.45, 100.56, 102.08, 102.16, 103.00, 5692559, 5863.57, 38751, 1443572, 25.36
ARIHANTSUP, EQ, 05-Sep-2024, 329.70, 330.15, 338.95, 323.75, 334.90, 334.70, 335.08, 34081, 114.20, 4743, 12641, 37.09
ARISTO, SM, 05-Sep-2024, 99.00, 99.00, 110.00, 99.00, 108.70, 107.30, 107.02, 78400, 83.90, 46, 68800, 87.76
ARMANFIN, EQ, 05-Sep-2024, 1699.55, 1720.00, 1730.00, 1665.00, 1670.00, 1670.15, 1688.73, 56781, 958.88, 7108, 37274, 65.65
AROGRANITE, EQ, 05-Sep-2024, 58.90, 59.11, 60.00, 58.66, 58.88, 58.78, 59.16, 72238, 42.73, 959, 48447, 67.07
ARROWGREEN, EQ, 05-Sep-2024, 866.20, 881.40, 886.60, 856.00, 869.80, 862.30, 870.06, 65267, 567.86, 3968, 31467, 48.21
ARSSINFRA, BE, 05-Sep-2024, 19.28, 19.28, 19.80, 18.61, 19.10, 19.10, 19.16, 6631, 1.27, 40, -, -
ARTEMISMED, EQ, 05-Sep-2024, 269.90, 272.10, 277.75, 270.00, 276.95, 274.45, 273.74, 149621, 409.57, 6754, 87968, 58.79
ARTNIRMAN, BE, 05-Sep-2024, 68.45, 66.74, 68.00, 65.50, 66.00, 66.26, 67.03, 4388, 2.94, 54, -, -
ARVEE, BE, 05-Sep-2024, 181.02, 183.75, 187.99, 181.00, 187.99, 187.99, 183.32, 976, 1.79, 28, -, -
ARVIND, EQ, 05-Sep-2024, 394.05, 395.95, 401.85, 391.90, 398.10, 400.25, 398.27, 410274, 1634.01, 11821, 206860, 50.42
ARVINDFASN, EQ, 05-Sep-2024, 580.25, 580.25, 589.00, 572.00, 572.00, 577.35, 579.04, 945498, 5474.85, 28929, 715470, 75.67
ARVSMART, EQ, 05-Sep-2024, 738.65, 750.00, 770.00, 731.00, 744.35, 738.15, 749.32, 292692, 2193.20, 19189, 150796, 51.52
ASAHIINDIA, EQ, 05-Sep-2024, 678.30, 688.00, 699.00, 680.00, 684.05, 684.25, 690.01, 317963, 2193.99, 13550, 74424, 23.41
ASAHISONG, BE, 05-Sep-2024, 533.50, 534.00, 542.00, 515.00, 531.95, 530.85, 527.40, 6911, 36.45, 226, -, -
ASAL, EQ, 05-Sep-2024, 808.20, 812.20, 816.20, 800.00, 804.90, 801.45, 805.16, 27676, 222.84, 2438, 15436, 55.77
ASALCBR, EQ, 05-Sep-2024, 913.25, 922.00, 971.45, 922.00, 934.10, 938.95, 947.35, 200549, 1899.90, 17771, 65737, 32.78
ASHALOG, SM, 05-Sep-2024, 139.45, 141.50, 142.00, 137.25, 139.00, 139.00, 139.27, 74000, 103.06, 74, 51000, 68.92
ASHAPURMIN, EQ, 05-Sep-2024, 319.65, 322.30, 324.25, 316.85, 317.80, 317.80, 319.80, 183643, 587.29, 6677, 119308, 64.97
ASHIANA, EQ, 05-Sep-2024, 325.85, 328.95, 332.45, 324.15, 325.40, 326.45, 328.84, 77857, 256.03, 4811, 38482, 49.43
ASHIMASYN, BE, 05-Sep-2024, 32.63, 32.50, 32.50, 32.00, 32.00, 32.00, 32.18, 160950, 51.79, 474, -, -
ASHOKA, EQ, 05-Sep-2024, 236.69, 238.60, 274.60, 238.11, 273.00, 267.43, 256.36, 13485787, 34571.76, 106929, 3603633, 26.72
ASHOKAMET, EQ, 05-Sep-2024, 19.40, 19.69, 19.72, 19.32, 19.50, 19.48, 19.56, 28903, 5.65, 270, 19839, 68.64
ASHOKLEY, EQ, 05-Sep-2024, 250.50, 252.90, 254.75, 250.30, 251.20, 251.15, 252.45, 8541934, 21563.70, 68266, 5360106, 62.75
ASIANENE, EQ, 05-Sep-2024, 418.75, 420.80, 425.00, 405.00, 409.50, 408.70, 413.09, 261631, 1080.77, 5642, 150790, 57.63
ASIANHOTNR, EQ, 05-Sep-2024, 183.32, 186.00, 189.32, 181.00, 187.75, 187.44, 186.29, 4018, 7.48, 199, 2421, 60.25
ASIANPAINT, EQ, 05-Sep-2024, 3231.65, 3240.00, 3257.00, 3217.00, 3238.00, 3238.25, 3239.82, 1482119, 48018.06, 108587, 889369, 60.01
ASIANTILES, EQ, 05-Sep-2024, 88.74, 89.25, 91.60, 88.63, 90.48, 90.60, 90.66, 3399450, 3082.09, 27783, 861089, 25.33
ASKAUTOLTD, EQ, 05-Sep-2024, 455.70, 455.00, 463.80, 452.00, 456.00, 456.00, 457.05, 207769, 949.61, 4897, 139964, 67.37
ASMS, EQ, 05-Sep-2024, 17.22, 17.56, 17.70, 17.11, 17.45, 17.31, 17.39, 227372, 39.54, 1168, 152119
